,track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,year,lyrics
522,Lucky,Britney Spears,78,Oops!... I Did It Again,66,0.765,0.791,-5.707,1,8,0.0317,0.262,0.000154,0.0669,0.966,95.026,4,206227,2020,"This is a story about a girl named Lucky

Early morning, she wakes up
Knock, knock, knock on the door
It's time for makeup, perfect smile
It's you they're all waiting for

They go, ""Isn't she lovely, this Hollywood girl?""
And they say

""She's so lucky, she's a star""
But she cry, cry, cries in her lonely heart, thinking
""If there's nothing missing in my life
Then why do these tears come at night?""

Lost in an image, in a dream
But there's no one there to wake her up
And the world is spinning, and she keeps on winning
But tell me, what happens when it stops?

They go, ""Isn't she lovely, this Hollywood girl?""
And they say

""She's so lucky, she's a star""
But she cry, cry, cries in her lonely heart, thinking
""If there's nothing missing in my life
Then why do these tears come at night?""

""Best actress, and the winner is, Lucky!""
""I'm Roger Johnson for Pop News, standing outside the arena waiting for Lucky""
""Oh my God, here she comes!""

Isn't she lovely, this Hollywood girl?
She is so lucky, but why does she cry?
If there is nothing missing in her life
Why do tears come at night?
And they say

""She's so lucky, she's a star""
But she cry, cry, cries in her lonely heart, thinking
""If there's nothing missing in my life
Then why do these tears come at night?""
""She's so lucky, she's a star""
But she cry, cry, cries in her lonely heart, thinking
""If there's nothing missing in my life
Then why do these tears come at night?"""
523,Buttons,The Pussycat Dolls,68,PCD,65,0.57,0.821,-4.38,1,2,0.267,0.178,0.0,0.289,0.408,210.857,4,225560,2020,"Mmm-mmm, mmm-mmm-mmm
Mm-mm, mm-mm, mm-mm, mm-mm
Mmm-mmm, mmm-mmm-mmm
Mmm-mmm-mmm-mmm, mmm-mmm

I'm telling you to loosen up my buttons, babe (Uh-huh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh)
But I ain't seen nothing

Typical, ain't hardly the type I fall for
I like when the physical
Don't leave me asking for more
I'm a sexy mama (Mama)
Who knows just how to get what I wanna (Wanna)
What I wanna do is spring this on ya (On ya)
Back up all of the things that I told ya (Told ya, told ya, told ya)
You been sayin' all the right things all night long
But I can't seem to get you over here to help take this off

Baby, can't you see (See)
How these clothes are fitting on me (Me)
And the heat coming from this beat? (Beat)
I'm about to blow, I don't think you know

I'm telling you to loosen up my buttons, babe (Uh-huh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh)
But I ain't seen nothing

You say you're a big boy, but I can't agree
'Cause the love you said you had ain't been put on me
I wonder (Wonder) if I'm just too much for you
Wonder (Wonder) if my kiss don't make you just
Wonder (Wonder), what I got next for you
What you wanna do? (Do)
Take the chance to recognize that this could be yours
I can see just like most guys that your game don't please

Baby, can't you see (See)
How these clothes are fitting on me (Me)
And the heat coming from this beat? (Beat)
I'm about to blow, I don't think you know

I'm telling you to loosen up my buttons, babe (Uh-huh, oh whoa)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh) (Oh, oh, oh, oh)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh)
But I ain't seen nothing

Mmm-mmm, mmm-mmm-mmm
Mm-mm, mm-mm, mm-mm, mm-mm
Mmm-mmm, mmm-mmm-mmm
Mm-mm, mm-mm, mm-mm, mm-mm

Come on, baby, loosen up my buttons, babe
Loosen up my buttons, babe
Baby, won't you loosen up my buttons, babe?
Loosen up my buttons, babe
Come on, baby, loosen up my buttons, babe
Loosen up my buttons, babe
Baby, won't you loosen up my buttons, babe?
Loosen up my buttons, babe

I'm telling you to loosen up my buttons, babe (Uh-huh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh)
But I ain't seen nothing (Oh, oh, oh)
I'm telling you to loosen up my buttons, babe (Uh-huh)
But you keep fronting, uh (Oh)
Sayin' what you gon' do to me (Uh-huh)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh) (Oh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh)
But I ain't seen nothing"
524,Get Busy,Sean Paul,79,Dutty Rock,74,0.735,0.824,-4.143,0,10,0.036,0.615,0.0,0.158,0.726,100.202,4,211666,2020,"Shake dat ting, miss Cana, Cana
Shake dat ting, miss Annabella
Shake dat ting, yo, Donna Donna
Jodi and Rebecca

Woman, get busy, jus shake dat booty nonstop
When di beat drop, jus keep swingin' it
Get jiggy, get crunked up
Percolate anyting yuh waan fi call it, oscillate yuh hip
And don't take pity, mi waan fi see yuh get live
'Pon di riddim when mi ride and mi lyrics ah provide electricity
Gyal, nobody cyaan tell yuh nuttin'
Cah yuh done know yuh destiny

Yo, sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
To get next to us, dem cyaan vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name and it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

Gyal, don't sweat it, don't get agitate, jus gwaan rotate
Cah anyting you want, you know you must get it
From yuh name ah mention, don't ease di tension
Gyal, run di program, jus gwaan pet it
Now have a good time
Gyal, free up unuh mind cah nobody cyaan dis, yo' man won't let it
Cah you a di number one, gyal, wave yo' hand
Mek dem see yo' weddin' band

Yo, sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
To get next to us, dem nah vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name and it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

Woman, get busy, jus shake dat booty nonstop
When di beat drop, jus keep swingin' it
Get jiggy, get crunked up
Percolate anyting yuh waan fi call it, oscillate yuh hip
And don't take pity, mi waan fi see yuh get live
When di riddim, it ah ride and mi lyrics ah provide electricity
Gyal, nobody cyaan tell yuh nuttin'
Cah yuh done know yuh destiny

Yo, sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
To get next to us, dem cyaan vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name and it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

Yo, shake dat ting, miss Cana, Cana
Shake dat ting, yo, Annabella
Shake dat ting, miss Donna, Donna, yo
Miss Jodi an' di one named Rebecca
Yo, shake dat ting, yo, Joanna
Shake dat ting, yo, Annabella
Shake dat ting, miss Cana, Cana
Dutty, yeah, yo (Yo, ayy, waan mi go so den)

Sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
Fi get next to us, dem nah vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name and it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

Yo, sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
To get next wid us, dem nah vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name, yo, it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

Let's get it on 'til a early morn'
It's all good, jus turn me on
Let's get it on 'til a early morn'
It's all good, jus turn me on"
525,ROCKSTAR (feat. Roddy Ricch),DaBaby,82,BLAME IT ON BABY,80,0.746,0.69,-7.956,1,11,0.164,0.247,0.0,0.101,0.497,89.977,4,181733,2020,"Woo, woo
I pull up (Pull up)
Like
How you pull up, Baby? How you pull up? (Oh, oh, oh)
How you pull up? I pull up (Woo) (Seth in the kitchen)

Let's go
Brand new Lamborghini, fuck a cop car
With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)
Have you ever met a real nigga rockstar?
This ain't no guitar, bitch, this a Glock (Woo)
My Glock told me to promise you gon' squeeze me (Woo)
You better let me go the day you need me (Woo)
Soon as you up me on that nigga, get to bustin' (Woo)
And if I ain't enough, go get the chop

It's safe to say I earned it, ain't a nigga gave me nothin' (Yeah, yeah, yeah)
I'm ready to hop out on a nigga, get to bustin'
Know you heard me say, ""You play, you lay,"" don't make me push the button
Full of pain, dropped enough tears to fill up a fuckin' bucket
Goin' for buckets, I bought a chopper
I got a big drum, it hold a hundred, ain't goin' for nothin'
I'm ready to air it out on all these niggas, I can see 'em runnin'
Just talked to my mama, she hit me on FaceTime just to check up on me and my brother
I'm really the baby, she know that her youngest son was always guaranteed to get the money (Okay, let's go)
She know that her baby boy was always guaranteed to get the loot
She know what I do, she know 'fore I run from a nigga, I'ma pull it out and shoot (Boom)
PTSD, I'm always waking up in cold sweats like I got the flu
My daughter a G, she saw me kill a nigga in front of her before the age of two (Two)
Woo, woo
I pull up like
Yeah yeah
How you pull up?

Let's go
Brand new Lamborghini, fuck a cop car
With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)
Have you ever met a real nigga rockstar?
This ain't no guitar, bitch, this a Glock (Woo)
My Glock told me to promise you gon' squeeze me (Woo)
You better let me go the day you need me (Woo)
Soon as you up me on that nigga, get to bustin' (Woo, yeah)
And if I ain't enough, go get the chop (Yeah, yeah)

Keep a Glocky when I ride in the Suburban
'Cause the codeine had a young nigga swervin'
I got the mop, watch me wash 'em like detergent
And I'm ballin', that's why it's diamonds on my jersey
Slide on opps' side and flip the block back, yeah, yeah
My junior popped him and left him lopsided, yeah, yeah
We spin his block, got the rebound, Dennis Rodman
Fool me one time, you can't cross me again
Twelve hundred horsepower, I get lost in the wind
If he talkin' on the yard, the pen' dogs'll take his chin
Maybach SUV for my refugees
Buy blocks in the hood, put money in the streets
I was solo when the opps caught me at the gas station
Had it on me, thirty thousand, thought it was my last day
But they ain't even want no smoke
If I had to choose it, murder what she wrote-oh-oh-oh

Let's go
Brand new Lamborghini, fuck a cop car
With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)
Have you ever met a real nigga rockstar?
This ain't no guitar, bitch, this a Glock (Glock, Glock, Glock, Glock)
My Glock told me to promise you gon' squeeze me (Woo)
You better let me go the day you need me (Woo)
Soon as you up me on that nigga, get to bustin' (Woo)
And if I ain't enough, go get the chop (chop, chop, chop, chop)

Woo, woo
Go get the chop (Chop, chop, chop, chop)
Woo, woo
Go get the chop (Chop, chop, chop, chop)"
526,ROCKSTAR (feat. Roddy Ricch),DaBaby,82,BLAME IT ON BABY,80,0.746,0.69,-7.956,1,11,0.164,0.247,0.0,0.101,0.497,89.977,4,181733,2022,"Woo, woo
I pull up (Pull up)
Like
How you pull up, Baby? How you pull up? (Oh, oh, oh)
How you pull up? I pull up (Woo) (Seth in the kitchen)

Let's go
Brand new Lamborghini, fuck a cop car
With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)
Have you ever met a real nigga rockstar?
This ain't no guitar, bitch, this a Glock (Woo)
My Glock told me to promise you gon' squeeze me (Woo)
You better let me go the day you need me (Woo)
Soon as you up me on that nigga, get to bustin' (Woo)
And if I ain't enough, go get the chop

It's safe to say I earned it, ain't a nigga gave me nothin' (Yeah, yeah, yeah)
I'm ready to hop out on a nigga, get to bustin'
Know you heard me say, ""You play, you lay,"" don't make me push the button
Full of pain, dropped enough tears to fill up a fuckin' bucket
Goin' for buckets, I bought a chopper
I got a big drum, it hold a hundred, ain't goin' for nothin'
I'm ready to air it out on all these niggas, I can see 'em runnin'
Just talked to my mama, she hit me on FaceTime just to check up on me and my brother
I'm really the baby, she know that her youngest son was always guaranteed to get the money (Okay, let's go)
She know that her baby boy was always guaranteed to get the loot
She know what I do, she know 'fore I run from a nigga, I'ma pull it out and shoot (Boom)
PTSD, I'm always waking up in cold sweats like I got the flu
My daughter a G, she saw me kill a nigga in front of her before the age of two (Two)
Woo, woo
I pull up like
Yeah yeah
How you pull up?

Let's go
Brand new Lamborghini, fuck a cop car
With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)
Have you ever met a real nigga rockstar?
This ain't no guitar, bitch, this a Glock (Woo)
My Glock told me to promise you gon' squeeze me (Woo)
You better let me go the day you need me (Woo)
Soon as you up me on that nigga, get to bustin' (Woo, yeah)
And if I ain't enough, go get the chop (Yeah, yeah)

Keep a Glocky when I ride in the Suburban
'Cause the codeine had a young nigga swervin'
I got the mop, watch me wash 'em like detergent
And I'm ballin', that's why it's diamonds on my jersey
Slide on opps' side and flip the block back, yeah, yeah
My junior popped him and left him lopsided, yeah, yeah
We spin his block, got the rebound, Dennis Rodman
Fool me one time, you can't cross me again
Twelve hundred horsepower, I get lost in the wind
If he talkin' on the yard, the pen' dogs'll take his chin
Maybach SUV for my refugees
Buy blocks in the hood, put money in the streets
I was solo when the opps caught me at the gas station
Had it on me, thirty thousand, thought it was my last day
But they ain't even want no smoke
If I had to choose it, murder what she wrote-oh-oh-oh

Let's go
Brand new Lamborghini, fuck a cop car
With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)
Have you ever met a real nigga rockstar?
This ain't no guitar, bitch, this a Glock (Glock, Glock, Glock, Glock)
My Glock told me to promise you gon' squeeze me (Woo)
You better let me go the day you need me (Woo)
Soon as you up me on that nigga, get to bustin' (Woo)
And if I ain't enough, go get the chop (chop, chop, chop, chop)

Woo, woo
Go get the chop (Chop, chop, chop, chop)
Woo, woo
Go get the chop (Chop, chop, chop, chop)"
527,Who Says,Selena Gomez & The Scene,67,When The Sun Goes Down,76,0.682,0.927,-2.915,1,4,0.0479,0.0843,0.0,0.149,0.744,101.019,4,195613,2020,"I wouldn't wanna be anybody else
Hey

You made me insecure
Told me I wasn't good enough
But who are you to judge
When you're a diamond in the rough?
I'm sure you got some things
You'd like to change about yourself
But when it comes to me
I wouldn't wanna be anybody else

Na-na-na-na, na-na-na-na, na-na-na-na-na
Na-na-na-na, na-na-na-na, na-na-na-na-na
I'm no beauty queen, I'm just beautiful me
Na-na-na-na, na-na-na-na, na-na-na-na-na
Na-na-na-na, na-na-na-na, na-na-na-na-na
You've got every right to a beautiful life
Come on

Who says?
Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurtin'?
Trust me, that's the price of beauty
Who says you're not pretty?
Who says you're not beautiful?
Who says?

It's such a funny thing
How nothing's funny when it's you
You tell 'em what you mean
But they keep whitin' out the truth
It's like the work of art
That never gets to see the light
Keep you beneath the stars
Won't let you touch the sky

Na-na-na-na, na-na-na-na, na-na-na-na-na
Na-na-na-na, na-na-na-na, na-na-na-na-na
I'm no beauty queen, I'm just beautiful me
Na-na-na-na, na-na-na-na, na-na-na-na-na
Na-na-na-na, na-na-na-na, na-na-na-na-na
You've got every right to a beautiful life
Come on

Who says?
Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurtin'?
Trust me, that's the price of beauty
Who says you're not pretty?
Who says you're not beautiful?
Who says?

Who says you're not star potential?
Who says you're not presidential?
Who says you can't be in movies?
Listen to me, listen to me
Who says you don't pass the test?
Who says you can't be the best?
Who said, who said?
Would you tell me who said that?
Yeah, who said?

Who says?
Who says you're not perfect? (Yeah)
Who says you're not worth it? (Yeah, yeah)
Who says you're the only one that's hurtin'? (Beautiful)
Trust me, that's the price of beauty (Hey, yeah, beauty)
Who says you're not pretty? (Who said?)
Who says you're not beautiful? (I'm just beautiful me)
Who says?

Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurtin'?
Trust me, that's the price of beauty (Yeah)
Who says you're not pretty? (Who says you're not beautiful?)
Who says you're not beautiful?
Who says?"
528,Who Says,Selena Gomez & The Scene,67,When The Sun Goes Down,76,0.682,0.927,-2.915,1,4,0.0479,0.0843,0.0,0.149,0.744,101.019,4,195613,2021,"I wouldn't wanna be anybody else
Hey

You made me insecure
Told me I wasn't good enough
But who are you to judge
When you're a diamond in the rough?
I'm sure you got some things
You'd like to change about yourself
But when it comes to me
I wouldn't wanna be anybody else

Na-na-na-na, na-na-na-na, na-na-na-na-na
Na-na-na-na, na-na-na-na, na-na-na-na-na
I'm no beauty queen, I'm just beautiful me
Na-na-na-na, na-na-na-na, na-na-na-na-na
Na-na-na-na, na-na-na-na, na-na-na-na-na
You've got every right to a beautiful life
Come on

Who says?
Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurtin'?
Trust me, that's the price of beauty
Who says you're not pretty?
Who says you're not beautiful?
Who says?

It's such a funny thing
How nothing's funny when it's you
You tell 'em what you mean
But they keep whitin' out the truth
It's like the work of art
That never gets to see the light
Keep you beneath the stars
Won't let you touch the sky

Na-na-na-na, na-na-na-na, na-na-na-na-na
Na-na-na-na, na-na-na-na, na-na-na-na-na
I'm no beauty queen, I'm just beautiful me
Na-na-na-na, na-na-na-na, na-na-na-na-na
Na-na-na-na, na-na-na-na, na-na-na-na-na
You've got every right to a beautiful life
Come on

Who says?
Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurtin'?
Trust me, that's the price of beauty
Who says you're not pretty?
Who says you're not beautiful?
Who says?

Who says you're not star potential?
Who says you're not presidential?
Who says you can't be in movies?
Listen to me, listen to me
Who says you don't pass the test?
Who says you can't be the best?
Who said, who said?
Would you tell me who said that?
Yeah, who said?

Who says?
Who says you're not perfect? (Yeah)
Who says you're not worth it? (Yeah, yeah)
Who says you're the only one that's hurtin'? (Beautiful)
Trust me, that's the price of beauty (Hey, yeah, beauty)
Who says you're not pretty? (Who said?)
Who says you're not beautiful? (I'm just beautiful me)
Who says?

Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurtin'?
Trust me, that's the price of beauty (Yeah)
Who says you're not pretty? (Who says you're not beautiful?)
Who says you're not beautiful?
Who says?"
529,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,90,Justice,86,0.677,0.696,-6.181,1,0,0.119,0.321,0.0,0.42,0.464,90.03,4,198082,2021,"Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim, evet (Havalı sürtüğüm benim)
Işığımı doğruca bu kaynaktan alıyorum, evet (Evet, işte bu)

Ve seni görüyorum
Kokunu içime çekişim
Cildinin bu güzel dokusu
Kollarımı sana sarmak istiyorum, bebeğim
Seni asla bırakmam (Oh)
Ve diyorum ki
Senin dokunuşun gibisi yok
Beni neşelendirmenin yolu işte bu
Sonsuza kadar seninle burada olacağım

Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim, evet (Havalı sürtüğüm benim)
Işığımı doğruca bu kaynaktan alıyorum, evet (Evet, işte bu)

Henüz emin değilsin
Ama ben eminim
Tek istediğim, tüm dilediğim bir başımıza birbirimizi özleyerek geçirdiğimiz geceler ve hatıra olarak biriktirdiğimiz anılar
Zaman yok, daha fazla zaman kazanmak istiyorum
Sana tüm hayatımı veriyorum
Sevgilimi terk ettim, Mallorca'dayım
Onu terk etmekten nefret ediyorum, benim için adeta bir işkence
Çantasını görevliye uzatırken
Onu tutamadığımı hatırlıyorum

Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim, evet (Havalı sürtüğüm benim)
Işığımı doğruca bu kaynaktan alıyorum, evet (Evet, işte bu)

Hissediyorum, bu yüzden eminim
Ellerin ellerimde, çünkü seninim
Rol yapamam, görmezden gelemem, benim için en doğrusu sensin
Nerede olduğumu bilmek istediğini düşünme, oh
Dikkatim dağılmış
İhtiyacım olan tam da kollarımda (Oh)
Öpücüklerin benimkilerle birlikte en tatlısından
Sonsuza kadar seninle tam burada olacağım

Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim evet, havalı sürtüğüm benim
Işığımı doğruca bu kaynaktan alıyorum, evet, evet, işte bu
Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim evet, havalı sürtüğüm benim
Işığımı doğruca bu kaynaktan alıyorum, evet, evet, işte bu
Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim evet, havalı sürtüğüm benim
Işığımı doğruca bu kaynaktan alıyorum, evet, evet, işte bu
Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim evet, havalı sürtüğüm benim
Işığımı doğruca bu kaynaktan alıyorum, evet, evet, işte bu"
530,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,90,Justice,86,0.677,0.696,-6.181,1,0,0.119,0.321,0.0,0.42,0.464,90.03,4,198082,2022,"Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim, evet (Havalı sürtüğüm benim)
Işığımı doğruca bu kaynaktan alıyorum, evet (Evet, işte bu)

Ve seni görüyorum
Kokunu içime çekişim
Cildinin bu güzel dokusu
Kollarımı sana sarmak istiyorum, bebeğim
Seni asla bırakmam (Oh)
Ve diyorum ki
Senin dokunuşun gibisi yok
Beni neşelendirmenin yolu işte bu
Sonsuza kadar seninle burada olacağım

Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim, evet (Havalı sürtüğüm benim)
Işığımı doğruca bu kaynaktan alıyorum, evet (Evet, işte bu)

Henüz emin değilsin
Ama ben eminim
Tek istediğim, tüm dilediğim bir başımıza birbirimizi özleyerek geçirdiğimiz geceler ve hatıra olarak biriktirdiğimiz anılar
Zaman yok, daha fazla zaman kazanmak istiyorum
Sana tüm hayatımı veriyorum
Sevgilimi terk ettim, Mallorca'dayım
Onu terk etmekten nefret ediyorum, benim için adeta bir işkence
Çantasını görevliye uzatırken
Onu tutamadığımı hatırlıyorum

Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim, evet (Havalı sürtüğüm benim)
Işığımı doğruca bu kaynaktan alıyorum, evet (Evet, işte bu)

Hissediyorum, bu yüzden eminim
Ellerin ellerimde, çünkü seninim
Rol yapamam, görmezden gelemem, benim için en doğrusu sensin
Nerede olduğumu bilmek istediğini düşünme, oh
Dikkatim dağılmış
İhtiyacım olan tam da kollarımda (Oh)
Öpücüklerin benimkilerle birlikte en tatlısından
Sonsuza kadar seninle tam burada olacağım

Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim evet, havalı sürtüğüm benim
Işığımı doğruca bu kaynaktan alıyorum, evet, evet, işte bu
Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim evet, havalı sürtüğüm benim
Işığımı doğruca bu kaynaktan alıyorum, evet, evet, işte bu
Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim evet, havalı sürtüğüm benim
Işığımı doğruca bu kaynaktan alıyorum, evet, evet, işte bu
Şeftalimi Georgia'dan alıyorum, evet (İşte bu)
Otumu da Kaliforniya'dan alıyorum (İşte bu)
Fıstığımı kuzeye getirdim evet, havalı sürtüğüm benim
Işığımı doğruca bu kaynaktan alıyorum, evet, evet, işte bu"
531,edamame (feat. Rich Brian),bbno$,72,edamame (feat. Rich Brian),77,0.815,0.848,-4.704,0,4,0.115,0.023,0.000162,0.0265,0.684,106.032,4,133707,2021,"Bolas lá em baixo enquanto estouro uma garrafa em um iate
Correntes balançando, cling-clang e elas custam caro
Vadia, tô sempre atrás da grana, é, e você não
Vadia gostosona, continue até me fazer gozar
Woah, sou um caçador de grandes malotes com um arco
Ela tem um cuzão dos bons, jogue lá em baixo
Mamãe me ligou e ela tá feliz com meu crescimento
Nunca se apaixone por uma putinha, isso é um juramento (É, ayy)

Acabei de estourar o rim dela, comprei um milhão
De opções do estoque e parеi de usar a verdinha
Cara, eu animo arеnas, trazendo a paz, tô tocando aquele Pac
No carro, fingindo que todo mundo tá olhando pra mim
Tenho uma gostosona e ela é independente
Muita gente mais velha que tá em busca de atenção
Quando eles me avisaram sobre os engraçadões, cara, eu devia ter escutado
E o cheiro da grana é o meu fetiche, uh
Ela pede pau, eu deixo ela lamber
Tive que enfiar, quase tudo, eu sou rico agora?
Comprei um conversível, pintei de rosa
Ele dirige sozinho, que porra cê acha?
É, eu sou rico agora

Ayy, mamãezinha, é, cê soube de mim
Vou te estourar tipo uma ervilha, é, edamame
É, me sinto tão quente como se tivesse relaxando na praia
É, baby no sol tipo os Teletubbies (Woo)

Bolas lá em baixo enquanto estouro uma garrafa em um iate
Correntes balançando, cling-clang e elas custam caro
Vadia, tô sempre atrás da grana, é, e você não
Vadia gostosona, continue até me fazer gozar
Woah, sou um caçador de grandes malotes com um arco
Ela tem um cuzão dos bons, jogue lá em baixo
Mamãe me ligou e ela tá feliz com meu crescimento
Nunca se apaixone por uma putinha, isso é um juramento

Estive na balada tomando doses
Se você tá sem máscara na foto, cê vai ser cortado
Saindo da festa, o CVS era a tipo à uma quadra de distância
Comprei um hidratante, meu ice esfriou, tá secando o meu rosto
Não preciso daquele VVS, meu ice é falso, sua vida é falsa
Faço isso pelo bem do meu bolso
Cê tá baseando suas opiniões no que o prefeito diz
Eu renovo, as energias ruins que eu apago, uh
É, eu nunca quero falar-lar-lar-lar
Eu só quero foder-der-der-der
Acho que vou voltar para a punheta-ta-ta-ta
Pelo menos essa grana nunca acaba-ba-ba-ba

Ayy, mamãezinha, é, cê soube de mim
Vou te estourar tipo uma ervilha, é, edamame
É, me sinto tão quente como se tivesse relaxando na praia
É, baby no sol tipo os Teletubbies (Woo)

Bolas lá em baixo enquanto estouro uma garrafa em um iate
Correntes balançando, cling-clang e elas custam caro
Vadia, tô sempre atrás da grana, é, e você não
Vadia gostosona, continue até me fazer gozar
Woah, sou um caçador de grandes malotes com um arco
Ela tem um cuzão dos bons, jogue lá em baixo
Mamãe me ligou e ela tá feliz com meu crescimento
Nunca se apaixone por uma putinha, isso é um juramento"
